"CNKEY";"CN_CODE";"LEVEL";"NAME_FR"
"021099510080";"02109951";"8";"Onglets et hampes"
"021099590080";"02109959";"8";"autres"
"021099710010";"";"7";"autres"
"021099710020";"";"8";"Foies de volailles"
"021099710080";"02109971";"9";"Foies gras d'oies ou de canards, salés ou en saumure"
"021099790080";"02109979";"9";"autres"
"021099850080";"02109985";"8";"autres"
"021099900080";"02109990";"6";"Farines et poudres, comestibles, de viandes ou d'abats"
"030021000090";"03";"2";"CHAPITRE 3  POISSONS ET CRUSTACÉS, MOLLUSQUES ET AUTRES INVERTÉBRÉS AQUATIQUES"
"030100000080";"0301";"3";"Poissons vivants"
"030111000010";"";"4";"Poissons d'ornement"
"030111000080";"03011100";"5";"d'eau douce"
"030119000080";"03011900";"5";"autres"
"030191000010";"";"4";"autres poissons vivants"
"030191000080";"030191";"5";"Truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster)"
"030191100080";"03019110";"6";"des espèces Oncorhynchus apache et Oncorhynchus chrysogaster"
"030191900080";"03019190";"6";"autres"
"030192000080";"030192";"5";"Anguilles (Anguilla spp.)"
"030192100080";"03019210";"6";"d'une longueur de moins de 12 cm"
"030192300080";"03019230";"6";"d'une longueur de 12 cm ou plus mais de moins de 20 cm"
"030192900080";"03019290";"6";"d'une longueur de 20 cm ou plus"
"030193000080";"03019300";"5";"Carpes (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
"030194000080";"030194";"5";"Thons rouges de l'Atlantique et du Pacifique (Thunnus thynnus, Thunnus orientalis)"
"030194100080";"03019410";"6";"Thons rouges de l'Atlantique (Thunnus thynnus)"
"030194900080";"03019490";"6";"Thons rouges du Pacifique (Thunnus orientalis)"
"030195000080";"03019500";"5";"Thons rouges du Sud (Thunnus maccoyii)"
"030199000080";"030199";"5";"autres"
"030199110010";"";"6";"d'eau douce"
"030199110080";"03019911";"7";"Saumons du Pacifique (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou et Oncorhynchus rhodurus), saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho)"
"030199170080";"03019917";"7";"autres"
"030199850080";"03019985";"6";"autres"
"030200000080";"0302";"3";"Poissons frais ou réfrigérés, à l'exception des filets de poissons et autre chair de poissons du no 0304"
"030211000010";"";"4";"Salmonidés, à l’exclusion des abats de poissons comestibles des nos 030291 à 030299"
"030211000080";"030211";"5";"Truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster)"
"030211100080";"03021110";"6";"des espèces Oncorhynchus apache et Oncorhynchus chrysogaster"
"030211200080";"03021120";"6";"de l'espèce Oncorhynchus mykiss, avec tête et branchies, vidées, pesant plus de 1,2 kg pièce, ou étêtées et sans branchies, vidées, pesant plus de 1 kg pièce"
"030211800080";"03021180";"6";"autres"
"030213000080";"03021300";"5";"Saumons du Pacifique (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou et Oncorhynchus rhodurus)"
"030214000080";"03021400";"5";"Saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho)"
"030219000080";"03021900";"5";"autres"
"030221000010";"";"4";"Poissons plats (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae et Citharidae), à l’exclusion des abats de poissons comestibles des nos 030291 à 030299"
"030221000080";"030221";"5";"Flétans (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)"
"030221100080";"03022110";"6";"Flétans noirs (Reinhardtius hippoglossoides)"
"030221300080";"03022130";"6";"Flétans atlantiques (Hippoglossus hippoglossus)"
"030221900080";"03022190";"6";"Flétans du Pacifique (Hippoglossus stenolepis)"
"030222000080";"03022200";"5";"Plies ou carrelets (Pleuronectes platessa)"
"030223000080";"03022300";"5";"Soles (Solea spp.)"
"030224000080";"03022400";"5";"Turbots (Psetta maxima)"
"030229000080";"030229";"5";"autres"
"030229100080";"03022910";"6";"Cardines (Lepidorhombus spp.)"
"030229800080";"03022980";"6";"autres"
"030231000010";"";"4";"Thons (du genre Thunnus), listaos (bonites à ventre rayé) (Katsuwonus pelamis), à l'exclusion des abats de poissons comestibles des nos 030291 à 030299"
"030231000080";"030231";"5";"Thons blancs ou germons (Thunnus alalunga)"
"030231100080";"03023110";"6";"destinés à la fabrication industrielle des produits relevant du no 1604"
"030231900080";"03023190";"6";"autres"
"030232000080";"030232";"5";"Thons à nageoires jaunes (Thunnus albacares)"
"030232100080";"03023210";"6";"destinés à la fabrication industrielle des produits relevant du no 1604"
"030232900080";"03023290";"6";"autres"
"030233000080";"030233";"5";"Listaos (bonites à ventre rayé) (Katsuwonus pelamis)"
"030233100080";"03023310";"6";"destinés à la fabrication industrielle des produits relevant du no 1604"
"030233900080";"03023390";"6";"autres"
"030234000080";"030234";"5";"Thons obèses (Thunnus obesus)"
"030234100080";"03023410";"6";"destinés à la fabrication industrielle des produits relevant du no 1604"
"030234900080";"03023490";"6";"autres"
"030235000080";"030235";"5";"Thons rouges de l'Atlantique et du Pacifique (Thunnus thynnus, Thunnus orientalis)"
"030235110010";"";"6";"Thons rouges de l'Atlantique (Thunnus thynnus)"
"030235110080";"03023511";"7";"destinés à la fabrication industrielle des produits relevant du no 1604"
"030235190080";"03023519";"7";"autres"
"030235910010";"";"6";"Thons rouges du Pacifique (Thunnus orientalis)"
"030235910080";"03023591";"7";"destinés à la fabrication industrielle des produits relevant du no 1604"
"030235990080";"03023599";"7";"autres"
"030236000080";"030236";"5";"Thons rouges du Sud (Thunnus maccoyii)"
"030236100080";"03023610";"6";"destinés à la fabrication industrielle des produits relevant du no 1604"
"030236900080";"03023690";"6";"autres"
"030239000080";"030239";"5";"autres"
"030239200080";"03023920";"6";"destinés à la fabrication industrielle des produits relevant du no 1604"
"030239800080";"03023980";"6";"autres"
"030241000010";"";"4";"Harengs (Clupea harengus, Clupea pallasii), anchois (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinelles (Sardinella spp.), sprats ou esprots (Sprattus sprattus), maquereaux (Scomber scombrus, Scomber australasicus, Scomber japonicus), maquereaux indopacifiques (Rastrelliger spp.), thazards (Scomberomorus spp.), chinchards (Trachurus spp.), carangues (Caranx spp.), mafous (Rachycentron canadum), castagnoles argentées (Pampus spp.), balaous du Pacifique (Cololabis saira), comètes (Decapterus spp.), capelans (Mallotus villosus), espadons (Xiphias gladius), thonines orientales (Euthynnus affinis), bonites (Sarda spp.), makaires, marlins, voiliers (Istiophoridae), à l’exclusion des abats de poissons comestibles des nos 030291 à 030299"
"030241000080";"03024100";"5";"Harengs (Clupea harengus, Clupea pallasii)"
"030242000080";"03024200";"5";"Anchois (Engraulis spp.)"
"030243000080";"030243";"5";"Sardines (Sardina pilchardus, Sardinops spp.), sardinelles (Sardinella spp.), sprats ou esprots (Sprattus sprattus)"
"030243100080";"03024310";"6";"Sardines de l'espèce Sardina pilchardus"
"030243300080";"03024330";"6";" Sardines du genre Sardinops; sardinella (Sardinella spp.)"
"030243900080";"03024390";"6";"Sprats ou esprots (Sprattus sprattus)"
"030244000080";"03024400";"5";"Maquereaux (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
"030245000080";"030245";"5";"Chinchards noirs (Trachurus spp.)"
"030245100080";"03024510";"6";"Chinchards (saurels) d'Europe (Trachurus trachurus)"
"030245300080";"03024530";"6";"Chinchards du Chili (Trachurus murphyi)"
"030245900080";"03024590";"6";"autres"
"030246000080";"03024600";"5";"Mafous (Rachycentron canadum)"
"030247000080";"03024700";"5";"Espadons (Xiphias gladius)"
"030249000080";"030249";"5";"autres"
"030249110010";"";"6";"Thonines orientales (Euthynnus affinis)"
"030249110080";"03024911";"7";"destinées à la fabrication industrielle des produits relevant du n° 1604"
"030249190080";"03024919";"7";"autres"
"030249900080";"03024990";"6";"autres"
"030251000010";"";"4";"Poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae, à l’exclusion des abats de poissons comestibles des nos 030291 à 030299"
"030251000080";"030251";"5";"Morues (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
"030251100080";"03025110";"6";"de l'espèce Gadus morhua"
"030251900080";"03025190";"6";"autres"
"030252000080";"03025200";"5";"Églefins (Melanogrammus aeglefinus)"
"030253000080";"03025300";"5";"Lieus noirs (Pollachius virens)"
"030254000080";"030254";"5";"Merlus (Merluccius spp., Urophycis spp.)"
"030254110010";"";"6";"Merlus du genre Merluccius"
"030254110080";"03025411";"7";"Merlus blancs du Cap (Merluccius capensis) et merlus noirs du Cap (Merluccius paradoxus)"
"030254150080";"03025415";"7";"Merlus australs (Merluccius australis)"
"030254190080";"03025419";"7";"autres"
"030254900080";"03025490";"6";"Merlus du genre Urophycis"
"030255000080";"03025500";"5";"Lieus d'Alaska (Theragra chalcogramma)"
"030256000080";"03025600";"5";"Merlans bleus (Micromesistius poutassou, Micromesistius australis)"
"030259000080";"030259";"5";"autres"
"030259100080";"03025910";"6";"Morues polaires (Boreogadus saida)"
"030259200080";"03025920";"6";"Merlans (Merlangius merlangus)"
"030259300080";"03025930";"6";"Lieus jaunes (Pollachius pollachius)"
"030259400080";"03025940";"6";"Lingues (Molva spp.)"
"030259900080";"03025990";"6";"autres"
"030271000010";"";"4";"Tilapias (Oreochromis spp.), siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpes (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilles (Anguilla spp.), perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.), à l’exclusion des abats de poissons comestibles des nos 030291 à 030299"
"030271000080";"03027100";"5";"Tilapias (Oreochromis spp.)"
"030272000080";"03027200";"5";"Siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
"030273000080";"03027300";"5";"Carpes (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
"030274000080";"03027400";"5";"Anguilles (Anguilla spp.)"
"030279000080";"03027900";"5";"autres"
"030281000010";"";"4";"Autres poissons, à l’exclusion des abats de poissons comestibles des nos 030291 à 030299"
"030281000080";"030281";"5";"Squales"
"030281150080";"03028115";"6";"Aiguillats (Squalus acanthias) et roussettes (Scyliorhinus spp.)"
"030281300080";"03028130";"6";"Requinstaupes communs (Lamna nasus)"
"030281400080";"03028140";"6";"Requins bleus (Prionace glauca)"
"030281500080";"03028150";"6";"Requinstaupes bleus (Isurus Oxyrinchus)"
"030281700080";"03028170";"6";"autres"
"030282000080";"03028200";"5";"Raies (Rajidae)"
"030283000080";"03028300";"5";"Légines (Dissostichus spp.)"
"030284000080";"030284";"5";"Bars (Dicentrarchus spp.)"
"030284100080";"03028410";"6";"Bars (loups) européens (Dicentrarchus labrax)"
"030284900080";"03028490";"6";"autres"
"030285000080";"030285";"5";"Dorades (Sparidés) (Sparidae)"
"030285100080";"03028510";"6";"Dorades de mer des espèces Dentex dentex ou Pagellus spp."
"030285300080";"03028530";"6";"Dorades royales (Sparus aurata)"
"030285900080";"03028590";"6";"autres"
"030289000080";"030289";"5";"autres"
"030289100080";"03028910";"6";"d'eau douce"
"030289210010";"";"6";"autres"
"030289210020";"";"7";"Poissons de l’espèce Euthynnus, autres que les thonines orientales (Euthynnus affinis) faisant l’objet du n° 030249"
"030289210080";"03028921";"8";"destinés à la fabrication industrielle des produits relevant du no 1604"
"030289290080";"03028929";"8";"autres"
"030289310010";"";"7";"Rascasses du Nord ou sébastes (Sebastes spp.)"
"030289310080";"03028931";"8";"de l'espèce Sebastes marinus"
"030289390080";"03028939";"8";"autres"
"030289400080";"03028940";"7";"Castagnoles (Brama spp.)"
"030289500080";"03028950";"7";"Baudroies (Lophius spp.)"
"030289600080";"03028960";"7";"Abadèches roses (Genypterus blacodes)"
"030289900080";"03028990";"7";"autres"
"030291000010";"";"4";"Foies, oeufs, laitances, nageoires, têtes, queues, vessies natatoires et autres abats de poissons comestibles"
"030291000080";"03029100";"5";"Foies, oeufs et laitances"
"030292000080";"03029200";"5";"Ailerons de requins"
"030299000080";"03029900";"5";"autres"
"030300000080";"0303";"3";"Poissons congelés, à l'exception des filets de poissons et autre chair de poissons du no 0304"
"030311000010";"";"4";"Salmonidés, à l’exclusion des abats de poissons comestibles des nos 030391 à 030399"
"030311000080";"03031100";"5";"Saumons rouges (Oncorhynchus nerka)"
"030312000080";"03031200";"5";"autres saumons du Pacifique (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou et Oncorhynchus rhodurus)"
"030313000080";"03031300";"5";"Saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho)"
"030314000080";"030314";"5";"Truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster)"
"030314100080";"03031410";"6";"des espèces Oncorhynchus apache et Oncorhynchus chrysogaster"
"030314200080";"03031420";"6";"de l'espèce Oncorhynchus mykiss, avec tête et branchies, vidées, pesant plus de 1,2 kg pièce, ou étêtées et sans branchies, vidées, pesant plus de 1 kg pièce"
"030314900080";"03031490";"6";"autres"
"030319000080";"03031900";"5";"autres"
"030323000010";"";"4";"Tilapias (Oreochromis spp.), siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpes (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilles (Anguilla spp.), perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.), à l’exclusion des abats de poissons comestibles des nos 030391 à 030399"
"030323000080";"03032300";"5";"Tilapias (Oreochromis spp.)"
"030324000080";"03032400";"5";"Siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
"030325000080";"03032500";"5";"Carpes (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
"030326000080";"03032600";"5";"Anguilles (Anguilla spp.)"
"030329000080";"03032900";"5";"autres"
"030331000010";"";"4";"Poissons plats (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae et Citharidae), à l’exclusion des abats de poissons comestibles des nos 030391 à 030399"
"030331000080";"030331";"5";"Flétans (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)"
"030331100080";"03033110";"6";"Flétans noirs (Reinhardtius hippoglossoides)"
